epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
111,1145.67,0.98816,0.02629,0.02852,0.61495,0.89326,0.85671,0.78352,0.84531,0.55982,0.87859,0.80726,0.8946,0.89278,1.14436,0.02439,0.00457,0.7771,0.9509,0.000911,0.000911,0.000911
112,1155.89,0.97445,0.02647,0.03401,0.60437,0.8959,0.85891,0.79925,0.85735,0.56971,0.88398,0.82123,0.8987,0.89698,1.10234,0.02354,0.00512,0.70861,0.93881,0.0009011,0.0009011,0.0009011
113,1166.08,0.96472,0.02864,0.03537,0.60174,0.89567,0.85747,0.7919,0.85404,0.56709,0.88117,0.81815,0.90015,0.89806,1.11101,0.02435,0.00541,0.73015,0.94181,0.0008912,0.0008912,0.0008912
114,1176.26,0.97188,0.02769,0.03263,0.60688,0.89639,0.88506,0.7514,0.84656,0.55154,0.88312,0.79609,0.8943,0.89249,1.11373,0.02434,0.00361,0.75089,0.93995,0.0008813,0.0008813,0.0008813
115,1186.57,0.96392,0.02661,0.03161,0.60779,0.8927,0.87397,0.77514,0.84916,0.56878,0.88363,0.82402,0.89809,0.89609,1.11084,0.02435,0.00276,0.74357,0.94478,0.0008714,0.0008714,0.0008714
116,1196.78,0.96812,0.02755,0.02815,0.60898,0.89133,0.85045,0.79421,0.85738,0.56698,0.87441,0.81684,0.90642,0.90475,1.12212,0.023,0.00306,0.74929,0.94473,0.0008615,0.0008615,0.0008615
117,1206.99,0.94916,0.0253,0.02664,0.59444,0.87873,0.86158,0.78236,0.84825,0.56118,0.88772,0.80611,0.89481,0.89249,1.11664,0.02603,0.00536,0.75936,0.94429,0.0008516,0.0008516,0.0008516
118,1217.22,0.94238,0.02992,0.03136,0.59611,0.89578,0.85655,0.79225,0.85206,0.56377,0.86913,0.82263,0.89526,0.89345,1.11904,0.02501,0.00322,0.75043,0.94259,0.0008417,0.0008417,0.0008417
119,1227.38,0.96205,0.02647,0.03029,0.60236,0.88776,0.8659,0.7905,0.8462,0.56111,0.88765,0.82263,0.90037,0.8986,1.13126,0.02365,0.00581,0.7191,0.94719,0.0008318,0.0008318,0.0008318
120,1237.62,0.93153,0.02664,0.02967,0.58683,0.88531,0.88897,0.76955,0.84054,0.55734,0.91225,0.80028,0.88646,0.88379,1.15235,0.02508,0.00492,0.76972,0.94979,0.0008219,0.0008219,0.0008219
121,1247.85,0.94392,0.02675,0.02953,0.59193,0.8799,0.90008,0.75279,0.85702,0.56619,0.89065,0.80764,0.90072,0.89935,1.12219,0.02381,0.00505,0.73916,0.94506,0.000812,0.000812,0.000812
122,1258.05,0.94678,0.0264,0.03111,0.58045,0.88147,0.86875,0.76816,0.84398,0.56816,0.90043,0.80836,0.89866,0.89687,1.10717,0.02374,0.00387,0.72105,0.9394,0.0008021,0.0008021,0.0008021
123,1268.2,0.94197,0.02506,0.03203,0.58818,0.89213,0.83457,0.8173,0.86094,0.57405,0.86006,0.85056,0.90733,0.90511,1.11442,0.02226,0.0043,0.69176,0.93962,0.0007922,0.0007922,0.0007922
124,1278.49,0.91986,0.0241,0.0335,0.58179,0.89405,0.85512,0.79139,0.85216,0.56328,0.88506,0.81734,0.8982,0.89648,1.10156,0.0225,0.00396,0.69798,0.93022,0.0007823,0.0007823,0.0007823
125,1288.76,0.93642,0.02805,0.03071,0.58859,0.88336,0.86406,0.79469,0.85662,0.56536,0.88753,0.81564,0.89688,0.89501,1.11497,0.02201,0.00295,0.71976,0.93668,0.0007724,0.0007724,0.0007724
126,1299.08,0.95026,0.0252,0.03447,0.58508,0.88824,0.85037,0.80169,0.8567,0.56335,0.87431,0.83553,0.89687,0.89563,1.14431,0.0229,0.00449,0.72481,0.94158,0.0007625,0.0007625,0.0007625
127,1309.26,0.9342,0.02697,0.03404,0.57543,0.87446,0.85603,0.81145,0.86448,0.57099,0.88048,0.84367,0.90345,0.90248,1.10178,0.02298,0.00327,0.69496,0.94087,0.0007526,0.0007526,0.0007526
128,1319.5,0.91466,0.02479,0.03035,0.57716,0.89283,0.84754,0.79469,0.85511,0.56231,0.88247,0.81796,0.89906,0.89787,1.12425,0.02345,0.00198,0.72957,0.94124,0.0007427,0.0007427,0.0007427
129,1329.62,0.93794,0.02714,0.03426,0.58195,0.8789,0.86794,0.78492,0.85767,0.56093,0.89904,0.80843,0.89697,0.89622,1.11119,0.02358,0.003,0.74991,0.94772,0.0007328,0.0007328,0.0007328
130,1339.87,0.93524,0.02763,0.03879,0.57864,0.88718,0.84472,0.82816,0.86159,0.5639,0.87606,0.85888,0.90221,0.89993,1.14064,0.02232,0.00331,0.73214,0.9519,0.0007229,0.0007229,0.0007229
131,1350.25,0.93042,0.02561,0.02792,0.57582,0.88251,0.86956,0.78911,0.85868,0.56217,0.89779,0.82199,0.89769,0.89538,1.14834,0.02416,0.00463,0.75338,0.94997,0.000713,0.000713,0.000713
132,1360.53,0.91589,0.02744,0.03509,0.57833,0.88891,0.84322,0.80587,0.85786,0.56468,0.87537,0.83659,0.90024,0.89886,1.10516,0.02332,0.0037,0.70693,0.94964,0.0007031,0.0007031,0.0007031
133,1370.8,0.93801,0.02675,0.03182,0.58595,0.87873,0.88403,0.77095,0.85829,0.5682,0.86923,0.83101,0.90252,0.90101,1.11292,0.02425,0.00324,0.70351,0.94857,0.0006932,0.0006932,0.0006932
134,1381.06,0.92243,0.02605,0.03327,0.57454,0.88044,0.88866,0.77514,0.85036,0.56114,0.91106,0.80028,0.90332,0.90166,1.12886,0.02362,0.00388,0.71991,0.94496,0.0006833,0.0006833,0.0006833
135,1391.31,0.91585,0.02743,0.03056,0.56556,0.8785,0.86164,0.79149,0.8441,0.55281,0.88901,0.81983,0.89633,0.89447,1.13569,0.02316,0.00526,0.74941,0.94437,0.0006734,0.0006734,0.0006734
136,1401.53,0.91728,0.025,0.03154,0.56484,0.87396,0.84544,0.80587,0.85253,0.56921,0.8651,0.83299,0.89493,0.89318,1.11025,0.02175,0.00305,0.71095,0.94107,0.0006635,0.0006635,0.0006635
137,1411.94,0.90146,0.02479,0.03179,0.55663,0.88131,0.84743,0.81006,0.85675,0.56938,0.86231,0.84637,0.90478,0.90276,1.1265,0.02179,0.00482,0.74104,0.94789,0.0006536,0.0006536,0.0006536
138,1422.25,0.90813,0.0237,0.02975,0.56752,0.87875,0.8723,0.77654,0.85551,0.56733,0.8826,0.82945,0.90324,0.9024,1.10765,0.02131,0.00385,0.7246,0.93858,0.0006437,0.0006437,0.0006437
139,1432.6,0.90121,0.02531,0.03086,0.56382,0.87347,0.86493,0.78492,0.84555,0.56488,0.88096,0.82542,0.90131,0.899,1.12685,0.02161,0.00502,0.73253,0.94989,0.0006338,0.0006338,0.0006338
140,1442.8,0.91397,0.02612,0.03081,0.56341,0.87542,0.84623,0.78771,0.84689,0.56308,0.88227,0.81844,0.8947,0.89344,1.09479,0.02298,0.00438,0.72094,0.93896,0.0006239,0.0006239,0.0006239
141,1452.97,0.8992,0.0244,0.03034,0.56083,0.88065,0.89768,0.76397,0.8548,0.55967,0.87231,0.83959,0.90518,0.90308,1.14819,0.02285,0.00505,0.73079,0.94739,0.000614,0.000614,0.000614
142,1463.21,0.90129,0.02641,0.03882,0.56408,0.88223,0.85687,0.77514,0.84719,0.56445,0.88929,0.80447,0.90197,0.89939,1.11417,0.02189,0.00433,0.72499,0.94377,0.0006041,0.0006041,0.0006041
143,1473.43,0.88405,0.02487,0.02951,0.54564,0.87447,0.8944,0.76536,0.85844,0.57471,0.89219,0.82059,0.90909,0.90721,1.11281,0.02171,0.005,0.68859,0.9413,0.0005942,0.0005942,0.0005942
144,1483.62,0.89723,0.02587,0.03272,0.56009,0.87413,0.87084,0.76816,0.84298,0.5549,0.90199,0.79693,0.89549,0.89303,1.12507,0.02305,0.00399,0.74848,0.94349,0.0005843,0.0005843,0.0005843
145,1493.78,0.91686,0.02672,0.03044,0.57018,0.86925,0.88121,0.7667,0.85277,0.56175,0.9085,0.79044,0.89895,0.89736,1.12406,0.02242,0.00432,0.73848,0.94458,0.0005744,0.0005744,0.0005744
146,1503.95,0.90246,0.0253,0.03227,0.56586,0.87162,0.84106,0.81006,0.85785,0.56607,0.86861,0.83659,0.90078,0.89884,1.12879,0.02213,0.00386,0.73061,0.94276,0.0005645,0.0005645,0.0005645
147,1514.21,0.8974,0.02514,0.02713,0.55476,0.86661,0.86385,0.78866,0.84732,0.56225,0.87942,0.83939,0.90241,0.89947,1.124,0.02229,0.00461,0.73419,0.94716,0.0005546,0.0005546,0.0005546
148,1524.45,0.89401,0.02437,0.03431,0.55587,0.87292,0.88374,0.78564,0.85748,0.56212,0.90789,0.81224,0.90644,0.9037,1.13209,0.02243,0.00405,0.74102,0.9459,0.0005447,0.0005447,0.0005447
149,1534.64,0.90746,0.02592,0.0319,0.56854,0.86798,0.83344,0.80866,0.84524,0.56438,0.86448,0.83747,0.8972,0.89555,1.09916,0.02197,0.00387,0.75147,0.94283,0.0005348,0.0005348,0.0005348
150,1544.76,0.87069,0.02365,0.02494,0.53744,0.86462,0.91382,0.75419,0.85705,0.56787,0.88984,0.80726,0.90399,0.90194,1.11681,0.02254,0.00432,0.71828,0.94382,0.0005249,0.0005249,0.0005249
151,1554.94,0.89079,0.02361,0.03223,0.54746,0.86821,0.85987,0.78771,0.85342,0.56874,0.88899,0.81425,0.8989,0.89687,1.10144,0.02267,0.00301,0.72914,0.94171,0.000515,0.000515,0.000515
152,1565.14,0.86378,0.02399,0.02765,0.5365,0.86686,0.86763,0.78631,0.85142,0.56268,0.89232,0.81145,0.89643,0.89396,1.13659,0.02198,0.00391,0.72742,0.94498,0.0005051,0.0005051,0.0005051
153,1575.38,0.86712,0.02422,0.02983,0.54583,0.85888,0.8567,0.78771,0.85294,0.57179,0.8877,0.81145,0.89661,0.89494,1.13267,0.02316,0.00478,0.71075,0.94534,0.0004952,0.0004952,0.0004952
154,1585.74,0.8739,0.023,0.03312,0.54009,0.87718,0.84213,0.80459,0.84804,0.56104,0.8657,0.82826,0.88809,0.88601,1.12001,0.02263,0.00465,0.75335,0.94521,0.0004853,0.0004853,0.0004853
155,1596.36,0.86327,0.02493,0.03063,0.53889,0.86348,0.84558,0.79888,0.84593,0.56474,0.87401,0.82542,0.89348,0.89177,1.11224,0.02352,0.00427,0.73955,0.94673,0.0004754,0.0004754,0.0004754
156,1606.74,0.87672,0.02457,0.02656,0.54472,0.86397,0.85291,0.79367,0.84728,0.5666,0.88293,0.82161,0.89818,0.89645,1.11171,0.02374,0.00279,0.74006,0.94631,0.0004655,0.0004655,0.0004655
157,1617.12,0.87031,0.02489,0.03257,0.5415,0.87413,0.85469,0.77793,0.84565,0.57171,0.86455,0.82402,0.89778,0.89637,1.11645,0.02279,0.00458,0.71347,0.94638,0.0004556,0.0004556,0.0004556
158,1627.43,0.87605,0.02501,0.0269,0.54155,0.86771,0.87595,0.78073,0.84478,0.55975,0.90572,0.80726,0.89856,0.89696,1.11529,0.02234,0.00341,0.72635,0.94498,0.0004457,0.0004457,0.0004457
159,1637.8,0.84909,0.02206,0.03125,0.53492,0.86728,0.88243,0.76955,0.85322,0.57024,0.8999,0.80726,0.903,0.90074,1.10473,0.02287,0.00388,0.71563,0.94454,0.0004358,0.0004358,0.0004358
160,1647.99,0.85978,0.02452,0.02704,0.53823,0.8677,0.83906,0.81553,0.85278,0.57323,0.86485,0.83659,0.90403,0.90175,1.11438,0.02198,0.00369,0.70364,0.94236,0.0004259,0.0004259,0.0004259
161,1658.19,0.87557,0.02554,0.02862,0.53947,0.86004,0.85585,0.79604,0.84735,0.57305,0.88657,0.82967,0.9006,0.89781,1.11369,0.02386,0.00412,0.7213,0.94252,0.000416,0.000416,0.000416
162,1668.34,0.86653,0.02418,0.03542,0.54004,0.8582,0.86563,0.79888,0.85432,0.57397,0.88453,0.82961,0.90521,0.90362,1.10163,0.02336,0.00495,0.69779,0.93845,0.0004061,0.0004061,0.0004061
163,1678.64,0.85071,0.02338,0.03272,0.53355,0.86494,0.86899,0.77933,0.84995,0.57249,0.88464,0.80307,0.89734,0.89561,1.08793,0.02336,0.0046,0.71775,0.94046,0.0003962,0.0003962,0.0003962
164,1688.69,0.84239,0.02348,0.02933,0.51776,0.85834,0.87077,0.78073,0.85415,0.57215,0.89878,0.80606,0.90047,0.89891,1.1204,0.02218,0.00395,0.71923,0.94427,0.0003863,0.0003863,0.0003863
165,1698.96,0.85465,0.02354,0.02735,0.52733,0.86247,0.8462,0.80307,0.85733,0.57169,0.87183,0.82682,0.90082,0.89842,1.11378,0.02259,0.00393,0.72946,0.94416,0.0003764,0.0003764,0.0003764
166,1709.19,0.84766,0.02457,0.0297,0.53039,0.86638,0.85866,0.78908,0.84896,0.56525,0.89546,0.80153,0.89273,0.89025,1.09895,0.02356,0.00648,0.76059,0.93581,0.0003665,0.0003665,0.0003665
167,1719.4,0.85784,0.0249,0.03133,0.53016,0.86452,0.8522,0.80168,0.85674,0.57318,0.87652,0.82402,0.90092,0.89964,1.10596,0.02315,0.00526,0.69025,0.94059,0.0003566,0.0003566,0.0003566
168,1729.61,0.86383,0.02383,0.03069,0.53053,0.86267,0.86884,0.78637,0.85506,0.57419,0.90892,0.80726,0.90269,0.90129,1.09108,0.02239,0.00514,0.69505,0.93803,0.0003467,0.0003467,0.0003467
169,1739.82,0.8309,0.02491,0.02849,0.51642,0.86191,0.85412,0.80141,0.8477,0.56505,0.8839,0.82934,0.89804,0.8958,1.09144,0.0232,0.00507,0.73295,0.94002,0.0003368,0.0003368,0.0003368
170,1750.06,0.84532,0.02393,0.02825,0.52645,0.86095,0.86091,0.79528,0.84583,0.56219,0.89109,0.82542,0.8957,0.89352,1.08463,0.02365,0.0044,0.73566,0.94196,0.0003269,0.0003269,0.0003269
171,1760.22,0.84179,0.02349,0.0304,0.53216,0.86019,0.87434,0.78911,0.85323,0.5688,0.89987,0.81285,0.90052,0.89886,1.10717,0.0228,0.00426,0.70474,0.94291,0.000317,0.000317,0.000317
172,1770.37,0.84118,0.02221,0.03325,0.52507,0.86801,0.88563,0.76536,0.8388,0.56765,0.89578,0.81628,0.89505,0.89246,1.10243,0.02323,0.00437,0.72797,0.94392,0.0003071,0.0003071,0.0003071
173,1780.53,0.83789,0.02352,0.0349,0.51753,0.86927,0.85608,0.78921,0.8436,0.57095,0.87219,0.84078,0.89891,0.89657,1.10669,0.02329,0.00395,0.73015,0.94363,0.0002972,0.0002972,0.0002972
174,1790.75,0.82618,0.02287,0.02745,0.51353,0.85734,0.85591,0.81304,0.86029,0.57719,0.88679,0.84237,0.9033,0.90186,1.11701,0.02316,0.00419,0.69732,0.94647,0.0002873,0.0002873,0.0002873
175,1800.91,0.84477,0.0243,0.02959,0.52072,0.86229,0.87763,0.77933,0.84964,0.57419,0.89823,0.82123,0.90134,0.8995,1.09946,0.02259,0.00361,0.7124,0.94606,0.0002774,0.0002774,0.0002774
176,1811.18,0.84801,0.02466,0.02824,0.52245,0.85582,0.86993,0.78771,0.84679,0.56833,0.90903,0.81425,0.89819,0.8965,1.11753,0.02276,0.00318,0.72036,0.94458,0.0002675,0.0002675,0.0002675
177,1821.33,0.82994,0.02438,0.02719,0.51425,0.85423,0.86416,0.80028,0.84883,0.57202,0.8972,0.81844,0.901,0.89899,1.10245,0.023,0.00291,0.71097,0.945,0.0002576,0.0002576,0.0002576
178,1831.59,0.81862,0.02257,0.03329,0.50577,0.86171,0.8649,0.80726,0.85174,0.57432,0.88596,0.8324,0.90327,0.90115,1.10561,0.02309,0.00331,0.71758,0.94823,0.0002477,0.0002477,0.0002477
179,1841.8,0.8216,0.02185,0.02976,0.51077,0.85116,0.88918,0.77933,0.85007,0.57314,0.89624,0.82029,0.90552,0.90349,1.11417,0.02316,0.00381,0.69576,0.95125,0.0002378,0.0002378,0.0002378
180,1851.96,0.82792,0.02321,0.02701,0.51204,0.85573,0.85495,0.80673,0.85359,0.57259,0.88458,0.8338,0.9049,0.90275,1.11663,0.02273,0.00435,0.72327,0.94937,0.0002279,0.0002279,0.0002279
181,1862.28,0.79998,0.02373,0.02871,0.50327,0.85221,0.87315,0.7933,0.85442,0.57591,0.90354,0.82123,0.90393,0.90167,1.11007,0.0222,0.00368,0.69663,0.94775,0.000218,0.000218,0.000218
182,1872.58,0.81613,0.02319,0.0274,0.50372,0.85686,0.8747,0.7933,0.85122,0.57325,0.90396,0.81983,0.90071,0.89871,1.11701,0.02214,0.0038,0.68718,0.94864,0.0002081,0.0002081,0.0002081
183,1882.96,0.80099,0.02086,0.02649,0.50016,0.85469,0.88185,0.78911,0.85554,0.57078,0.9017,0.81994,0.90119,0.8994,1.10823,0.02158,0.00385,0.70209,0.94671,0.0001982,0.0001982,0.0001982
184,1893.43,0.81066,0.02428,0.02941,0.50798,0.86062,0.89123,0.78492,0.85679,0.57502,0.91366,0.81291,0.90345,0.90157,1.10777,0.02174,0.0033,0.69081,0.9512,0.0001883,0.0001883,0.0001883
185,1903.9,0.82826,0.02268,0.0316,0.51168,0.85448,0.88482,0.78492,0.85425,0.57212,0.90657,0.81314,0.9013,0.89921,1.10943,0.02236,0.00347,0.70175,0.94793,0.0001784,0.0001784,0.0001784
186,1914.19,0.81392,0.02137,0.03105,0.50433,0.85797,0.87438,0.79609,0.85492,0.56848,0.90366,0.82123,0.90169,0.90037,1.11814,0.02208,0.00393,0.68739,0.95149,0.0001685,0.0001685,0.0001685
187,1924.48,0.79949,0.0249,0.0299,0.5001,0.85205,0.87699,0.79609,0.85354,0.57548,0.91011,0.8202,0.90344,0.90148,1.10078,0.0221,0.00344,0.68278,0.9478,0.0001586,0.0001586,0.0001586
188,1934.93,0.80388,0.02348,0.0302,0.49232,0.85611,0.87268,0.80307,0.85476,0.57441,0.90481,0.8231,0.90311,0.90121,1.09935,0.02238,0.00372,0.68622,0.94683,0.0001487,0.0001487,0.0001487
189,1945.89,0.80568,0.02218,0.02589,0.49813,0.84905,0.87451,0.77861,0.85087,0.56827,0.89663,0.81564,0.89879,0.89613,1.13014,0.02279,0.00364,0.72182,0.9504,0.0001388,0.0001388,0.0001388
190,1956.58,0.79727,0.02247,0.03224,0.49655,0.8603,0.86656,0.79812,0.85719,0.57529,0.89629,0.82074,0.90457,0.9028,1.10896,0.02187,0.00329,0.69435,0.94864,0.0001289,0.0001289,0.0001289
191,1978.68,0.79176,0.02109,0.00906,0.49168,0.8354,0.87218,0.77194,0.84696,0.56672,0.90216,0.79848,0.89642,0.89439,1.12847,0.02312,0.00271,0.71395,0.95124,0.000119,0.000119,0.000119
192,1989.21,0.78558,0.02065,0.0151,0.47812,0.84067,0.85808,0.78533,0.84708,0.568,0.88819,0.81145,0.89816,0.89559,1.12756,0.02301,0.0026,0.71785,0.95283,0.0001091,0.0001091,0.0001091
193,1999.62,0.74254,0.01858,0.01311,0.45717,0.83142,0.88426,0.77374,0.84728,0.56655,0.9033,0.80168,0.8972,0.89494,1.12726,0.02298,0.00261,0.71915,0.95271,9.92e-05,9.92e-05,9.92e-05
194,2009.85,0.75665,0.02021,0.01028,0.46399,0.83162,0.8654,0.79749,0.85202,0.56916,0.88406,0.82006,0.89515,0.89326,1.12027,0.02287,0.00237,0.70788,0.95321,8.93e-05,8.93e-05,8.93e-05
195,2019.91,0.75247,0.02059,0.00967,0.45873,0.82719,0.89567,0.76397,0.84861,0.57113,0.90745,0.7933,0.89549,0.89327,1.11838,0.02296,0.00242,0.72765,0.94911,7.94e-05,7.94e-05,7.94e-05
196,2030.01,0.73826,0.01904,0.0141,0.45892,0.83869,0.90563,0.76676,0.85606,0.57059,0.88896,0.81145,0.89834,0.89567,1.12163,0.02282,0.00237,0.72311,0.95154,6.95e-05,6.95e-05,6.95e-05
197,2039.99,0.73886,0.01919,0.00969,0.45273,0.82811,0.90105,0.76676,0.85339,0.5723,0.92014,0.7919,0.89857,0.89627,1.11892,0.02311,0.00236,0.71488,0.95018,5.96e-05,5.96e-05,5.96e-05
198,2050.18,0.737,0.0194,0.01078,0.45413,0.83364,0.89428,0.76789,0.85131,0.57443,0.88207,0.82123,0.89805,0.89635,1.1244,0.02268,0.00226,0.71431,0.95253,4.97e-05,4.97e-05,4.97e-05
199,2060.25,0.73693,0.01784,0.01317,0.44935,0.83094,0.88668,0.76676,0.84647,0.57115,0.91456,0.79236,0.89489,0.89286,1.12655,0.02292,0.00231,0.72706,0.95228,3.98e-05,3.98e-05,3.98e-05
200,2070.35,0.73309,0.01767,0.01138,0.45101,0.83555,0.89301,0.76939,0.85117,0.57201,0.91728,0.7905,0.89534,0.89318,1.12379,0.02293,0.00236,0.7333,0.94903,2.99e-05,2.99e-05,2.99e-05
