epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
117,1774.39,1.17383,0.03308,0.03844,0.88401,1.13825,0.80889,0.76816,0.81244,0.51049,0.83591,0.80587,0.87135,0.86966,1.19605,0.02469,0.00357,0.91299,1.17775,0.0008516,0.0008516,0.0008516
118,1789.27,1.19925,0.03549,0.04077,0.90595,1.17991,0.80173,0.79067,0.83024,0.5285,0.81877,0.8338,0.88912,0.88806,1.1837,0.02502,0.00405,0.88184,1.17347,0.0008417,0.0008417,0.0008417
119,1804.14,1.19904,0.03373,0.03797,0.8913,1.16118,0.82768,0.77144,0.83352,0.51912,0.85426,0.80028,0.88644,0.88534,1.21448,0.02503,0.00297,0.89383,1.18574,0.0008318,0.0008318,0.0008318
120,1818.89,1.18759,0.0339,0.03855,0.88996,1.1619,0.82141,0.77726,0.83165,0.53089,0.85786,0.80919,0.88613,0.88446,1.19587,0.02486,0.00423,0.88479,1.17597,0.0008219,0.0008219,0.0008219
121,1834.16,1.17146,0.03504,0.03514,0.87735,1.13767,0.81988,0.76921,0.82683,0.52371,0.85008,0.79987,0.88108,0.87961,1.20868,0.02553,0.00369,0.87881,1.1825,0.000812,0.000812,0.000812
122,1848.99,1.19451,0.03371,0.0384,0.88285,1.15609,0.83003,0.80028,0.84004,0.53437,0.85851,0.82821,0.88924,0.88769,1.18397,0.02462,0.00465,0.86753,1.16811,0.0008021,0.0008021,0.0008021
123,1863.81,1.20506,0.03206,0.04175,0.88981,1.17637,0.81285,0.78857,0.83683,0.52644,0.83633,0.81564,0.88497,0.88348,1.21647,0.02466,0.00448,0.88716,1.18037,0.0007922,0.0007922,0.0007922
124,1878.69,1.17303,0.03196,0.03995,0.88287,1.17639,0.85355,0.75978,0.83565,0.53044,0.86538,0.81704,0.8928,0.89071,1.21968,0.02527,0.00425,0.87856,1.18853,0.0007823,0.0007823,0.0007823
125,1893.81,1.17922,0.0346,0.03906,0.88711,1.1592,0.80594,0.78631,0.83678,0.52251,0.83614,0.82669,0.88965,0.88844,1.22365,0.02459,0.0044,0.8734,1.19782,0.0007724,0.0007724,0.0007724
126,1908.69,1.1786,0.03185,0.04189,0.87959,1.14578,0.82066,0.78352,0.83815,0.52944,0.84238,0.82109,0.89208,0.89068,1.2015,0.02434,0.00463,0.85996,1.18198,0.0007625,0.0007625,0.0007625
127,1923.66,1.17566,0.03382,0.03974,0.87548,1.13586,0.84227,0.76817,0.83041,0.52772,0.85846,0.80307,0.88766,0.88626,1.18712,0.02344,0.00335,0.89271,1.1756,0.0007526,0.0007526,0.0007526
128,1939.39,1.18877,0.03297,0.0372,0.89217,1.17535,0.85594,0.75516,0.83992,0.5344,0.87256,0.7933,0.88918,0.88758,1.2023,0.02475,0.00424,0.86842,1.18514,0.0007427,0.0007427,0.0007427
129,1954.12,1.18609,0.0351,0.04223,0.8693,1.13962,0.84709,0.7514,0.83552,0.53304,0.85178,0.81006,0.89078,0.88921,1.17985,0.02429,0.00394,0.86445,1.16535,0.0007328,0.0007328,0.0007328
130,1969.03,1.17912,0.03403,0.04343,0.87457,1.1551,0.8381,0.77933,0.83697,0.53459,0.87031,0.80866,0.89285,0.89126,1.17807,0.02374,0.00402,0.86132,1.17125,0.0007229,0.0007229,0.0007229
131,1983.8,1.17799,0.03248,0.03661,0.8646,1.15072,0.83579,0.77485,0.83579,0.53176,0.82915,0.82542,0.8883,0.88674,1.19356,0.02302,0.00307,0.87718,1.17742,0.000713,0.000713,0.000713
132,1998.65,1.18211,0.03441,0.04298,0.88487,1.16659,0.84708,0.77514,0.8398,0.5441,0.86655,0.80715,0.88918,0.88816,1.1743,0.02446,0.00372,0.83469,1.16158,0.0007031,0.0007031,0.0007031
133,2013.56,1.17202,0.034,0.03834,0.8761,1.13787,0.82956,0.7933,0.85173,0.53975,0.86023,0.82263,0.89775,0.89645,1.17124,0.0233,0.00363,0.86275,1.1639,0.0006932,0.0006932,0.0006932
134,2028.47,1.15347,0.03195,0.03826,0.8532,1.14172,0.86051,0.77514,0.84124,0.53717,0.87597,0.80307,0.89312,0.89179,1.17641,0.02343,0.00445,0.85543,1.16344,0.0006833,0.0006833,0.0006833
135,2043.3,1.16454,0.03383,0.03995,0.86073,1.14296,0.85368,0.7514,0.83986,0.54096,0.86662,0.80763,0.89235,0.8912,1.18307,0.0241,0.00527,0.84887,1.16374,0.0006734,0.0006734,0.0006734
136,2058.13,1.15622,0.03196,0.03602,0.85076,1.13024,0.82738,0.7905,0.84318,0.53695,0.86057,0.82263,0.89265,0.89099,1.18113,0.0242,0.00449,0.85317,1.17397,0.0006635,0.0006635,0.0006635
137,2073.33,1.15812,0.03259,0.04112,0.85768,1.14274,0.83566,0.75992,0.83335,0.53267,0.85356,0.79778,0.88874,0.88722,1.2084,0.02448,0.00525,0.85617,1.18222,0.0006536,0.0006536,0.0006536
138,2088.24,1.15251,0.03191,0.03643,0.8638,1.13102,0.81054,0.77654,0.84365,0.53461,0.84533,0.81673,0.88954,0.88831,1.18649,0.02413,0.00377,0.86335,1.16576,0.0006437,0.0006437,0.0006437
139,2103.12,1.16603,0.03318,0.03907,0.85478,1.1428,0.84021,0.77108,0.8416,0.53279,0.86032,0.80863,0.89103,0.88946,1.21281,0.02458,0.00518,0.87825,1.18253,0.0006338,0.0006338,0.0006338
140,2117.95,1.16264,0.03349,0.03812,0.85181,1.12885,0.82825,0.76536,0.83733,0.53606,0.85687,0.79749,0.88907,0.88717,1.16666,0.02517,0.00459,0.87817,1.15805,0.0006239,0.0006239,0.0006239
141,2132.69,1.1541,0.03142,0.0392,0.85018,1.14747,0.83496,0.7905,0.83446,0.53784,0.86299,0.81704,0.88333,0.88244,1.16183,0.02435,0.0055,0.85919,1.16595,0.000614,0.000614,0.000614
142,2147.63,1.15513,0.03447,0.04281,0.85702,1.14393,0.81629,0.78816,0.83493,0.54512,0.83867,0.82682,0.88837,0.88738,1.16113,0.02454,0.00485,0.85996,1.15741,0.0006041,0.0006041,0.0006041
143,2162.41,1.12787,0.03104,0.03736,0.82337,1.12104,0.83909,0.77931,0.84261,0.53719,0.86606,0.81844,0.89258,0.89105,1.16983,0.02393,0.00438,0.85315,1.15798,0.0005942,0.0005942,0.0005942
144,2177.22,1.15212,0.03291,0.03995,0.85028,1.13798,0.83142,0.76459,0.83316,0.52977,0.8382,0.81759,0.87817,0.8764,1.19585,0.02516,0.00454,0.87472,1.16625,0.0005843,0.0005843,0.0005843
145,2191.98,1.13721,0.03309,0.03878,0.8385,1.11252,0.84718,0.78631,0.84834,0.53885,0.86768,0.81983,0.89252,0.89134,1.18064,0.02449,0.00682,0.861,1.16559,0.0005744,0.0005744,0.0005744
146,2206.83,1.15193,0.03328,0.042,0.85306,1.12389,0.83072,0.74581,0.82671,0.52601,0.83035,0.81006,0.87389,0.87261,1.19901,0.02463,0.00692,0.8973,1.16693,0.0005645,0.0005645,0.0005645
147,2221.64,1.1314,0.03193,0.03501,0.82566,1.11178,0.8342,0.78771,0.84696,0.53599,0.87621,0.80028,0.89237,0.89075,1.19944,0.02453,0.00492,0.84412,1.17374,0.0005546,0.0005546,0.0005546
148,2236.37,1.14546,0.0324,0.03946,0.83709,1.12788,0.82657,0.77878,0.83935,0.54416,0.83474,0.82402,0.88689,0.88518,1.17102,0.02409,0.00456,0.85347,1.15989,0.0005447,0.0005447,0.0005447
149,2251.19,1.14166,0.03303,0.03601,0.84238,1.11273,0.83205,0.78771,0.83659,0.53809,0.84655,0.81145,0.88194,0.88055,1.18908,0.02483,0.00446,0.90353,1.17062,0.0005348,0.0005348,0.0005348
150,2266.03,1.12475,0.03154,0.03331,0.81601,1.1159,0.84929,0.77235,0.84122,0.54565,0.87471,0.79609,0.88835,0.88686,1.18466,0.02463,0.00407,0.84538,1.17014,0.0005249,0.0005249,0.0005249
151,2280.76,1.13182,0.03045,0.03799,0.82365,1.11718,0.84667,0.77095,0.84162,0.545,0.84732,0.82163,0.89058,0.88924,1.1694,0.02347,0.00469,0.84643,1.16685,0.000515,0.000515,0.000515
152,2295.83,1.12055,0.03113,0.03401,0.81748,1.12301,0.83667,0.78352,0.84329,0.54344,0.85833,0.81285,0.88959,0.88836,1.16797,0.02363,0.00458,0.82474,1.16186,0.0005051,0.0005051,0.0005051
153,2310.89,1.1039,0.02968,0.03683,0.81768,1.1005,0.84592,0.77095,0.84393,0.54514,0.88694,0.7933,0.89563,0.89425,1.18367,0.02335,0.00485,0.84308,1.16857,0.0004952,0.0004952,0.0004952
154,2325.9,1.12525,0.02949,0.04052,0.82469,1.13046,0.82465,0.79478,0.84399,0.54716,0.85361,0.83068,0.89344,0.89237,1.17913,0.02363,0.00501,0.84443,1.16199,0.0004853,0.0004853,0.0004853
155,2340.7,1.12032,0.03066,0.03804,0.81964,1.1154,0.84988,0.7828,0.8414,0.54415,0.87106,0.80199,0.88669,0.88557,1.17313,0.02343,0.00549,0.85394,1.16729,0.0004754,0.0004754,0.0004754
156,2355.59,1.12492,0.02969,0.03496,0.82458,1.11728,0.83081,0.775,0.83955,0.54361,0.86076,0.80293,0.89227,0.8911,1.18303,0.02421,0.0063,0.85288,1.16516,0.0004655,0.0004655,0.0004655
157,2370.45,1.13136,0.03158,0.03552,0.82305,1.13843,0.84309,0.75838,0.83541,0.5458,0.85108,0.81413,0.89075,0.88939,1.18211,0.02297,0.0048,0.8586,1.17396,0.0004556,0.0004556,0.0004556
158,2385.24,1.12252,0.03216,0.03208,0.82512,1.11909,0.85212,0.77514,0.84321,0.54501,0.87367,0.79888,0.89228,0.89067,1.17872,0.02373,0.00542,0.84275,1.17585,0.0004457,0.0004457,0.0004457
159,2400.05,1.11351,0.02843,0.03768,0.82058,1.11943,0.83672,0.77793,0.8466,0.55108,0.84277,0.83848,0.90117,0.89926,1.17528,0.02317,0.00411,0.82897,1.16329,0.0004358,0.0004358,0.0004358
160,2414.92,1.12635,0.03213,0.03449,0.83133,1.12389,0.8239,0.79064,0.84339,0.54701,0.85099,0.82156,0.89666,0.89566,1.17975,0.02467,0.005,0.81483,1.1794,0.0004259,0.0004259,0.0004259
161,2429.68,1.123,0.0318,0.03372,0.82063,1.10737,0.82135,0.78978,0.84162,0.54408,0.85103,0.82184,0.89554,0.89436,1.17727,0.02423,0.00395,0.82298,1.17582,0.000416,0.000416,0.000416
162,2444.5,1.11262,0.02938,0.04185,0.80516,1.09585,0.84999,0.76676,0.83995,0.54431,0.85484,0.81564,0.89259,0.89099,1.17954,0.02408,0.00452,0.83941,1.18251,0.0004061,0.0004061,0.0004061
163,2459.21,1.11372,0.03114,0.03815,0.81977,1.11696,0.84114,0.78389,0.84659,0.54569,0.87591,0.81825,0.89497,0.89344,1.17591,0.02356,0.00472,0.8269,1.17205,0.0003962,0.0003962,0.0003962
164,2473.93,1.09697,0.03018,0.03642,0.79568,1.09387,0.84855,0.78212,0.83956,0.54714,0.87566,0.81637,0.89285,0.89172,1.17802,0.02404,0.00553,0.83181,1.17648,0.0003863,0.0003863,0.0003863
165,2488.75,1.10308,0.02948,0.03383,0.80757,1.10774,0.8355,0.78911,0.84104,0.54092,0.85394,0.82474,0.88969,0.88803,1.17798,0.02387,0.00414,0.83841,1.17101,0.0003764,0.0003764,0.0003764
166,2503.57,1.11586,0.03151,0.03747,0.81698,1.1228,0.84676,0.78073,0.84011,0.54961,0.85817,0.82682,0.89736,0.89532,1.17955,0.02395,0.00552,0.82153,1.17125,0.0003665,0.0003665,0.0003665
167,2518.3,1.09737,0.03082,0.03565,0.79525,1.10497,0.83027,0.7919,0.84164,0.54606,0.85546,0.81833,0.88995,0.88844,1.18972,0.02447,0.00582,0.84213,1.17708,0.0003566,0.0003566,0.0003566
168,2533.19,1.1024,0.03141,0.03433,0.80651,1.10276,0.85388,0.77654,0.83903,0.54598,0.88249,0.80866,0.89005,0.88855,1.17008,0.02496,0.00391,0.84102,1.16649,0.0003467,0.0003467,0.0003467
169,2548.7,1.0977,0.03198,0.03585,0.80217,1.11346,0.83657,0.78073,0.83446,0.54645,0.86601,0.82143,0.89515,0.89384,1.18524,0.02475,0.00465,0.83208,1.17506,0.0003368,0.0003368,0.0003368
170,2563.95,1.10837,0.03087,0.03502,0.81585,1.11138,0.84012,0.78492,0.84092,0.54192,0.87002,0.81285,0.89454,0.89316,1.18629,0.02442,0.00429,0.82541,1.17976,0.0003269,0.0003269,0.0003269
171,2578.86,1.10117,0.03041,0.03638,0.81085,1.10237,0.84184,0.7905,0.83878,0.54555,0.87684,0.82402,0.8939,0.89274,1.18396,0.0243,0.00446,0.82761,1.17691,0.000317,0.000317,0.000317
172,2593.88,1.10983,0.02892,0.03928,0.81505,1.12159,0.84486,0.78341,0.84896,0.54378,0.86811,0.80866,0.89684,0.89572,1.17144,0.02351,0.00392,0.84236,1.16786,0.0003071,0.0003071,0.0003071
173,2608.8,1.11028,0.03116,0.04107,0.80395,1.12958,0.8258,0.78492,0.83587,0.54498,0.8574,0.81285,0.89084,0.88936,1.17675,0.02408,0.00471,0.829,1.17132,0.0002972,0.0002972,0.0002972
174,2623.81,1.08332,0.03135,0.03631,0.79286,1.09409,0.86537,0.76309,0.8431,0.54964,0.84514,0.83845,0.90066,0.89889,1.17727,0.02419,0.00499,0.8163,1.17354,0.0002873,0.0002873,0.0002873
175,2638.81,1.10327,0.03095,0.03743,0.79971,1.10449,0.85514,0.77654,0.84045,0.5474,0.8811,0.80725,0.89339,0.89115,1.17794,0.02493,0.00553,0.82694,1.17582,0.0002774,0.0002774,0.0002774
176,2653.67,1.09704,0.03091,0.03621,0.80104,1.09142,0.83645,0.78573,0.83954,0.54312,0.85688,0.81564,0.89247,0.89067,1.16471,0.02389,0.00482,0.83649,1.16108,0.0002675,0.0002675,0.0002675
177,2668.56,1.08749,0.03014,0.03367,0.78712,1.10056,0.83172,0.7905,0.8362,0.54459,0.8458,0.83939,0.89327,0.89151,1.17657,0.02329,0.00561,0.83108,1.16827,0.0002576,0.0002576,0.0002576
178,2683.49,1.09312,0.03043,0.04477,0.79049,1.11798,0.83755,0.79749,0.84527,0.55026,0.86548,0.83567,0.89962,0.89825,1.18811,0.02374,0.00419,0.82393,1.17513,0.0002477,0.0002477,0.0002477
179,2698.5,1.08157,0.03028,0.03859,0.78709,1.09384,0.81402,0.8069,0.84439,0.54554,0.82944,0.8422,0.89374,0.89228,1.18587,0.0238,0.00462,0.84271,1.17376,0.0002378,0.0002378,0.0002378
180,2713.48,1.08835,0.03021,0.03407,0.78673,1.09464,0.83984,0.7905,0.84545,0.54905,0.86718,0.81145,0.89282,0.89089,1.17972,0.02408,0.00456,0.82056,1.16799,0.0002279,0.0002279,0.0002279
181,2728.52,1.06632,0.03043,0.03649,0.77721,1.09148,0.83768,0.78631,0.84153,0.55244,0.8451,0.83818,0.89846,0.89725,1.17989,0.02348,0.00491,0.81737,1.17045,0.000218,0.000218,0.000218
182,2743.73,1.08196,0.03027,0.03594,0.78324,1.10215,0.85947,0.7944,0.85701,0.55288,0.86911,0.81983,0.90131,0.90019,1.17739,0.02366,0.0049,0.81276,1.17319,0.0002081,0.0002081,0.0002081
183,2758.75,1.06607,0.0286,0.03432,0.77954,1.08612,0.84812,0.78911,0.85176,0.54808,0.87798,0.81704,0.8988,0.89726,1.18503,0.02384,0.00544,0.82232,1.17202,0.0001982,0.0001982,0.0001982
184,2773.8,1.08845,0.0308,0.03947,0.79885,1.11548,0.85133,0.78212,0.84758,0.55165,0.87283,0.81476,0.89767,0.89624,1.17191,0.02345,0.00453,0.83183,1.16862,0.0001883,0.0001883,0.0001883
185,2788.81,1.0894,0.02963,0.03835,0.78758,1.08584,0.83496,0.79135,0.84601,0.5453,0.86754,0.82402,0.89698,0.89544,1.1762,0.02386,0.00454,0.82642,1.17329,0.0001784,0.0001784,0.0001784
186,2804.03,1.08206,0.02784,0.03656,0.7853,1.10311,0.84833,0.78771,0.84928,0.55077,0.8707,0.81844,0.8976,0.89638,1.16789,0.02399,0.00586,0.82104,1.16844,0.0001685,0.0001685,0.0001685
187,2819.13,1.06929,0.03062,0.03756,0.77811,1.08944,0.83656,0.7919,0.84475,0.54842,0.863,0.81704,0.89659,0.89559,1.18111,0.02363,0.00438,0.8298,1.16889,0.0001586,0.0001586,0.0001586
188,2834.22,1.06985,0.03115,0.03678,0.77887,1.09134,0.85662,0.77603,0.84632,0.54817,0.88661,0.7972,0.89446,0.8934,1.17069,0.02432,0.00517,0.83382,1.16998,0.0001487,0.0001487,0.0001487
189,2849.3,1.07263,0.02921,0.03095,0.77887,1.09126,0.8492,0.78647,0.84911,0.5496,0.87718,0.81791,0.89987,0.89867,1.16338,0.02379,0.0044,0.8352,1.16754,0.0001388,0.0001388,0.0001388
190,2864.34,1.07661,0.03026,0.04136,0.78036,1.10151,0.83721,0.78771,0.84802,0.54968,0.87523,0.81315,0.89686,0.89567,1.17348,0.02359,0.00465,0.82273,1.16719,0.0001289,0.0001289,0.0001289
191,2889.81,1.04549,0.02748,0.01813,0.78148,1.07382,0.8304,0.79469,0.84347,0.54276,0.85667,0.81983,0.89309,0.89166,1.18284,0.02439,0.00415,0.8357,1.18223,0.000119,0.000119,0.000119
192,2904.61,1.03271,0.02745,0.01702,0.7575,1.07959,0.85107,0.75698,0.84085,0.54749,0.86006,0.80726,0.89367,0.89257,1.17907,0.02399,0.00354,0.83003,1.17839,0.0001091,0.0001091,0.0001091
193,2919.34,1.00287,0.02604,0.01887,0.72177,1.06109,0.83904,0.78352,0.84877,0.54797,0.86987,0.81285,0.90049,0.89919,1.17756,0.02404,0.00403,0.81865,1.17507,9.92e-05,9.92e-05,9.92e-05
194,2934.08,1.01081,0.02685,0.01391,0.72604,1.06406,0.84641,0.77735,0.84437,0.55022,0.87863,0.80866,0.8976,0.89633,1.17901,0.02384,0.0039,0.84175,1.17552,8.93e-05,8.93e-05,8.93e-05
195,2948.86,1.01482,0.02787,0.01353,0.73461,1.05742,0.86369,0.76536,0.84362,0.54929,0.88742,0.79265,0.89673,0.89554,1.18217,0.02359,0.00372,0.81965,1.17963,7.94e-05,7.94e-05,7.94e-05
196,2963.58,1.00526,0.02726,0.01829,0.73414,1.07243,0.86562,0.76472,0.84361,0.55168,0.86415,0.81734,0.89731,0.89614,1.17574,0.02399,0.00364,0.83105,1.17447,6.95e-05,6.95e-05,6.95e-05
197,2978.42,0.99783,0.02564,0.01673,0.72317,1.06244,0.85579,0.76955,0.84514,0.5529,0.85427,0.8269,0.89727,0.89604,1.17135,0.02359,0.00377,0.82818,1.17287,5.96e-05,5.96e-05,5.96e-05
198,2993.26,0.98719,0.02626,0.01406,0.7306,1.05709,0.83486,0.78771,0.84524,0.55281,0.85905,0.82263,0.8981,0.89683,1.17018,0.02365,0.00384,0.82375,1.17218,4.97e-05,4.97e-05,4.97e-05
199,3008.06,0.99849,0.02628,0.01722,0.72163,1.06061,0.84729,0.78267,0.84191,0.55062,0.86336,0.82123,0.89511,0.89406,1.1743,0.02379,0.00386,0.83013,1.17577,3.98e-05,3.98e-05,3.98e-05
200,3022.74,0.99838,0.02578,0.01531,0.7231,1.0681,0.841,0.77565,0.8445,0.55166,0.86825,0.81704,0.89723,0.89608,1.17112,0.02384,0.00393,0.82118,1.1761,2.99e-05,2.99e-05,2.99e-05
