epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
115,1621.71,1.02379,0.02886,0.03076,0.66102,0.90078,0.86745,0.7952,0.85512,0.56755,0.89335,0.81894,0.90361,0.90181,1.13805,0.02391,0.00463,0.73821,0.93819,0.0008714,0.0008714,0.0008714
116,1633.89,1.01187,0.02847,0.0273,0.6433,0.89581,0.87376,0.80587,0.85909,0.57888,0.90166,0.83237,0.90977,0.90749,1.11899,0.02171,0.00346,0.72574,0.93281,0.0008615,0.0008615,0.0008615
117,1646.11,0.99171,0.02567,0.02585,0.64334,0.88456,0.87394,0.7905,0.8581,0.57058,0.90328,0.81704,0.90205,0.90056,1.13316,0.02325,0.00437,0.7388,0.93718,0.0008516,0.0008516,0.0008516
118,1658.19,0.99963,0.02933,0.02975,0.64617,0.90205,0.87453,0.7933,0.86241,0.57702,0.90224,0.81844,0.90551,0.90441,1.12636,0.02195,0.00367,0.71548,0.94073,0.0008417,0.0008417,0.0008417
119,1670.14,1.00256,0.02643,0.02923,0.64011,0.89055,0.85467,0.80726,0.85867,0.57308,0.88151,0.8324,0.90609,0.90508,1.14127,0.02326,0.00512,0.72046,0.94772,0.0008318,0.0008318,0.0008318
120,1682.05,0.98582,0.02727,0.02963,0.6306,0.89107,0.84175,0.80307,0.85197,0.56641,0.8694,0.82961,0.90027,0.89831,1.1384,0.02376,0.00387,0.78241,0.94419,0.0008219,0.0008219,0.0008219
121,1694.09,0.99332,0.02733,0.0281,0.63415,0.88587,0.86521,0.7933,0.8539,0.57224,0.89415,0.81983,0.90533,0.90371,1.14819,0.02358,0.00439,0.73724,0.94633,0.000812,0.000812,0.000812
122,1706.26,1.00089,0.02816,0.02952,0.63037,0.89059,0.86563,0.79609,0.85292,0.56604,0.88559,0.82123,0.90111,0.89943,1.12751,0.02181,0.0032,0.74735,0.93739,0.0008021,0.0008021,0.0008021
123,1718.41,0.98516,0.02533,0.03126,0.62818,0.89568,0.8589,0.79609,0.85626,0.57887,0.88283,0.83135,0.90764,0.90603,1.13668,0.02141,0.00256,0.72879,0.94338,0.0007922,0.0007922,0.0007922
124,1730.53,0.95079,0.02412,0.03272,0.62143,0.89437,0.86669,0.79908,0.86317,0.57352,0.88097,0.81983,0.90345,0.90202,1.13535,0.02316,0.00319,0.71291,0.93998,0.0007823,0.0007823,0.0007823
125,1742.8,0.98854,0.02844,0.0327,0.63286,0.89005,0.87934,0.78911,0.85824,0.58135,0.90699,0.81713,0.90729,0.90586,1.13791,0.02101,0.0037,0.73677,0.94373,0.0007724,0.0007724,0.0007724
126,1755.1,0.98475,0.02594,0.03252,0.62424,0.88896,0.87626,0.7933,0.85723,0.57897,0.90003,0.81425,0.90426,0.90284,1.13301,0.02244,0.00325,0.71262,0.94134,0.0007625,0.0007625,0.0007625
127,1767.17,0.99097,0.02759,0.03105,0.62052,0.8818,0.87113,0.80245,0.86278,0.58004,0.8953,0.82408,0.91176,0.91019,1.08915,0.02169,0.00339,0.68454,0.93452,0.0007526,0.0007526,0.0007526
128,1779.22,0.97323,0.02506,0.02952,0.61749,0.90081,0.86765,0.7905,0.86032,0.57772,0.89417,0.81423,0.90596,0.90365,1.14069,0.02415,0.00456,0.71316,0.94274,0.0007427,0.0007427,0.0007427
129,1791.4,0.98009,0.02746,0.03291,0.62093,0.88201,0.8826,0.77654,0.8659,0.58134,0.86028,0.83417,0.90432,0.90242,1.1417,0.02225,0.00441,0.72122,0.94777,0.0007328,0.0007328,0.0007328
130,1803.67,0.98335,0.02818,0.03742,0.62401,0.89314,0.84605,0.80591,0.86176,0.5789,0.87533,0.83353,0.90894,0.90708,1.13811,0.02219,0.00285,0.71251,0.94702,0.0007229,0.0007229,0.0007229
131,1815.88,0.98919,0.02577,0.02901,0.62472,0.89311,0.85974,0.78759,0.84805,0.57579,0.88411,0.82821,0.90186,0.89976,1.14063,0.0228,0.00406,0.7613,0.94366,0.000713,0.000713,0.000713
132,1828.39,0.95863,0.02744,0.03581,0.61921,0.89202,0.86574,0.80152,0.86853,0.58104,0.88339,0.82531,0.90663,0.90565,1.11542,0.02153,0.00347,0.71713,0.93656,0.0007031,0.0007031,0.0007031
133,1841.02,0.97793,0.02612,0.03193,0.62561,0.88353,0.87662,0.78631,0.86332,0.58249,0.89045,0.81736,0.90877,0.90759,1.1176,0.02151,0.00377,0.72854,0.93253,0.0006932,0.0006932,0.0006932
134,1853.32,0.96319,0.02606,0.03201,0.61067,0.88328,0.84366,0.80866,0.85592,0.58224,0.86843,0.8324,0.90178,0.90031,1.12463,0.02213,0.00356,0.71518,0.93672,0.0006833,0.0006833,0.0006833
135,1865.54,0.96862,0.02746,0.03146,0.61303,0.88575,0.8618,0.78771,0.8582,0.57608,0.88258,0.83101,0.90693,0.90508,1.12598,0.02219,0.00477,0.72998,0.93928,0.0006734,0.0006734,0.0006734
136,1877.56,0.96638,0.02605,0.03065,0.61017,0.88025,0.85364,0.81285,0.86481,0.59005,0.88116,0.83939,0.91047,0.9087,1.09703,0.02143,0.00409,0.70739,0.93497,0.0006635,0.0006635,0.0006635
137,1889.83,0.94509,0.02546,0.03243,0.60243,0.88692,0.85519,0.80832,0.86499,0.58453,0.88031,0.83206,0.90587,0.90387,1.13058,0.02116,0.0048,0.71119,0.94065,0.0006536,0.0006536,0.0006536
138,1901.94,0.95738,0.02378,0.02886,0.61389,0.88388,0.86751,0.79558,0.86145,0.58076,0.88849,0.8235,0.90261,0.90131,1.10295,0.0219,0.00391,0.69645,0.93439,0.0006437,0.0006437,0.0006437
139,1913.92,0.95586,0.02517,0.02956,0.60797,0.88121,0.88131,0.7919,0.8593,0.57554,0.9114,0.81894,0.90537,0.90257,1.10036,0.02222,0.00436,0.72999,0.93419,0.0006338,0.0006338,0.0006338
140,1925.3,0.96502,0.0261,0.03055,0.6076,0.882,0.8876,0.79407,0.87127,0.59069,0.90087,0.83939,0.90988,0.90837,1.08158,0.02191,0.00518,0.68405,0.93509,0.0006239,0.0006239,0.0006239
141,1936.76,0.94564,0.02395,0.03228,0.60295,0.8879,0.87582,0.80168,0.86364,0.57265,0.89493,0.81704,0.90282,0.90154,1.11048,0.02164,0.00552,0.71218,0.93315,0.000614,0.000614,0.000614
142,1948.33,0.95907,0.02621,0.03759,0.6107,0.89035,0.86201,0.80266,0.8679,0.58436,0.88487,0.82652,0.902,0.89985,1.07679,0.02231,0.00645,0.70259,0.92879,0.0006041,0.0006041,0.0006041
143,1959.75,0.94746,0.02488,0.03159,0.59545,0.88143,0.87595,0.79609,0.86824,0.5874,0.90098,0.82542,0.91443,0.91289,1.08548,0.0232,0.00653,0.68601,0.928,0.0005942,0.0005942,0.0005942
144,1971.26,0.96377,0.02608,0.03102,0.60823,0.8814,0.86658,0.77104,0.85307,0.57141,0.87339,0.81145,0.89478,0.89305,1.13416,0.02409,0.00712,0.76037,0.93691,0.0005843,0.0005843,0.0005843
145,1982.84,0.95957,0.02639,0.02655,0.60624,0.87445,0.83321,0.80936,0.85698,0.58148,0.86805,0.83799,0.90639,0.90446,1.10011,0.02292,0.00577,0.723,0.9359,0.0005744,0.0005744,0.0005744
146,1994.26,0.9545,0.02439,0.03155,0.60877,0.87776,0.85997,0.78911,0.85169,0.57985,0.88471,0.82524,0.90595,0.90403,1.11943,0.02269,0.00635,0.71798,0.93696,0.0005645,0.0005645,0.0005645
147,2005.65,0.94057,0.02485,0.02717,0.59017,0.8706,0.86283,0.78189,0.86079,0.58577,0.88999,0.81352,0.90814,0.90611,1.09493,0.02371,0.00558,0.71652,0.93788,0.0005546,0.0005546,0.0005546
148,2017,0.94739,0.02432,0.03188,0.59739,0.8803,0.84708,0.79686,0.85442,0.57919,0.88481,0.82603,0.90532,0.90364,1.10677,0.02241,0.00691,0.71995,0.9361,0.0005447,0.0005447,0.0005447
149,2028.52,0.96276,0.02616,0.02829,0.61138,0.87531,0.85419,0.79366,0.85453,0.57918,0.89801,0.82394,0.90741,0.90529,1.10052,0.02133,0.00442,0.72849,0.93635,0.0005348,0.0005348,0.0005348
150,2040.02,0.92493,0.02404,0.02412,0.58305,0.87116,0.86119,0.80168,0.86136,0.58673,0.89252,0.83101,0.90859,0.90656,1.11201,0.02161,0.00407,0.72259,0.94287,0.0005249,0.0005249,0.0005249
151,2051.42,0.92932,0.02392,0.02973,0.5891,0.8716,0.84985,0.79052,0.86029,0.58448,0.88289,0.82125,0.90648,0.90428,1.09833,0.02237,0.00384,0.70236,0.93467,0.000515,0.000515,0.000515
152,2063.03,0.91837,0.02467,0.03076,0.58449,0.8737,0.87076,0.78103,0.86164,0.58264,0.88526,0.81896,0.91099,0.9086,1.10303,0.02283,0.00408,0.71283,0.93707,0.0005051,0.0005051,0.0005051
153,2074.98,0.92403,0.02413,0.03092,0.58872,0.86696,0.87484,0.77122,0.85992,0.58765,0.88143,0.81844,0.90465,0.9028,1.08858,0.02178,0.00444,0.7028,0.93743,0.0004952,0.0004952,0.0004952
154,2086.48,0.92335,0.02299,0.03192,0.58674,0.88493,0.86598,0.78511,0.85567,0.58752,0.9018,0.82089,0.90361,0.90129,1.08681,0.02273,0.00475,0.73366,0.93433,0.0004853,0.0004853,0.0004853
155,2098.03,0.92059,0.02524,0.03305,0.58075,0.87267,0.87985,0.78352,0.86004,0.58688,0.92054,0.80896,0.90648,0.90408,1.09322,0.02372,0.00459,0.72025,0.93832,0.0004754,0.0004754,0.0004754
156,2109.51,0.93044,0.02451,0.02843,0.59124,0.87118,0.86073,0.80276,0.86494,0.58853,0.88108,0.83818,0.90754,0.90553,1.09102,0.02221,0.00286,0.68365,0.93421,0.0004655,0.0004655,0.0004655
157,2121.03,0.91813,0.02516,0.03147,0.58303,0.87931,0.85083,0.80447,0.86481,0.58939,0.89512,0.81054,0.90637,0.90472,1.10181,0.02138,0.00363,0.69844,0.93648,0.0004556,0.0004556,0.0004556
158,2132.59,0.9264,0.02514,0.02759,0.58463,0.87336,0.8588,0.7933,0.85828,0.58368,0.88506,0.82809,0.90324,0.90145,1.08729,0.02118,0.00342,0.70434,0.93004,0.0004457,0.0004457,0.0004457
159,2144.05,0.91678,0.02227,0.03084,0.585,0.87896,0.85733,0.80866,0.85985,0.59049,0.88271,0.84637,0.91003,0.90706,1.08525,0.02173,0.00382,0.70904,0.93292,0.0004358,0.0004358,0.0004358
160,2155.56,0.91602,0.0244,0.02585,0.58134,0.87721,0.86506,0.80584,0.86883,0.59618,0.87447,0.84218,0.91,0.90863,1.08151,0.02152,0.00379,0.68489,0.92631,0.0004259,0.0004259,0.0004259
161,2167.09,0.92928,0.02584,0.02749,0.58369,0.86957,0.8695,0.79609,0.86716,0.59369,0.88824,0.8338,0.91132,0.90955,1.08662,0.02153,0.00349,0.67042,0.92997,0.000416,0.000416,0.000416
162,2178.46,0.93586,0.02375,0.03321,0.58675,0.86688,0.88376,0.78911,0.86595,0.591,0.91038,0.82283,0.91482,0.91315,1.10918,0.02266,0.00521,0.67204,0.93237,0.0004061,0.0004061,0.0004061
163,2189.91,0.90896,0.0237,0.03313,0.57996,0.87286,0.8907,0.80307,0.87005,0.5938,0.89762,0.8352,0.91186,0.91029,1.07828,0.02197,0.00384,0.68902,0.93072,0.0003962,0.0003962,0.0003962
164,2201.31,0.90153,0.02302,0.02833,0.56521,0.86626,0.87376,0.81006,0.86983,0.59057,0.90243,0.82821,0.90886,0.90756,1.10334,0.02156,0.00343,0.68169,0.93418,0.0003863,0.0003863,0.0003863
165,2212.82,0.91129,0.02326,0.02916,0.57144,0.86908,0.87134,0.81425,0.86425,0.59014,0.89875,0.82682,0.9093,0.9076,1.10313,0.02214,0.00319,0.6888,0.93548,0.0003764,0.0003764,0.0003764
166,2224.47,0.91258,0.02437,0.02794,0.57655,0.8783,0.86285,0.81716,0.86186,0.58647,0.8815,0.84358,0.9092,0.90742,1.09262,0.02186,0.00329,0.70092,0.93063,0.0003665,0.0003665,0.0003665
167,2235.87,0.90045,0.02377,0.03085,0.57041,0.86906,0.84918,0.81285,0.86261,0.59179,0.87364,0.83659,0.91017,0.90822,1.10749,0.0216,0.00416,0.68072,0.93489,0.0003566,0.0003566,0.0003566
168,2247.25,0.91427,0.02457,0.0296,0.57683,0.86668,0.86057,0.81006,0.86275,0.58687,0.88332,0.83526,0.9065,0.90522,1.09824,0.02205,0.00427,0.70461,0.93206,0.0003467,0.0003467,0.0003467
169,2258.54,0.88831,0.0254,0.02782,0.56525,0.87109,0.85178,0.81063,0.86385,0.59084,0.8676,0.84497,0.91071,0.90842,1.08763,0.02257,0.00403,0.72692,0.92766,0.0003368,0.0003368,0.0003368
170,2269.98,0.90681,0.02434,0.03001,0.56598,0.86854,0.86702,0.79221,0.86774,0.59648,0.88883,0.82631,0.91055,0.9089,1.08242,0.02141,0.00412,0.68753,0.93016,0.0003269,0.0003269,0.0003269
171,2281.36,0.89772,0.02389,0.02963,0.57177,0.86595,0.84846,0.81325,0.87,0.59713,0.8771,0.83939,0.91429,0.91261,1.10364,0.02038,0.00301,0.68733,0.93586,0.000317,0.000317,0.000317
172,2292.77,0.8943,0.02172,0.03388,0.56823,0.87444,0.88211,0.77933,0.86389,0.59033,0.87861,0.82682,0.91086,0.90837,1.085,0.02002,0.00318,0.70712,0.93108,0.0003071,0.0003071,0.0003071
173,2304.28,0.89289,0.02334,0.03321,0.5627,0.87755,0.8462,0.80687,0.85936,0.58904,0.87162,0.8338,0.90509,0.90315,1.08636,0.02108,0.00331,0.71036,0.93349,0.0002972,0.0002972,0.0002972
174,2315.91,0.89083,0.02471,0.02851,0.56102,0.86832,0.84031,0.82313,0.87101,0.59026,0.8632,0.84605,0.90815,0.90698,1.08994,0.01992,0.00271,0.68402,0.93259,0.0002873,0.0002873,0.0002873
175,2327.38,0.89718,0.02421,0.02847,0.56942,0.87013,0.85046,0.81006,0.86607,0.59315,0.8765,0.8324,0.90704,0.90487,1.09,0.02048,0.00332,0.70051,0.93648,0.0002774,0.0002774,0.0002774
176,2338.87,0.90345,0.02512,0.03001,0.56618,0.86472,0.86398,0.80732,0.86582,0.59488,0.88867,0.82821,0.9074,0.90512,1.08538,0.02066,0.00347,0.69597,0.93388,0.0002675,0.0002675,0.0002675
177,2350.37,0.88777,0.0237,0.0267,0.56085,0.86464,0.86599,0.80726,0.86439,0.59215,0.88823,0.83239,0.90705,0.90483,1.06711,0.02149,0.00375,0.69302,0.92625,0.0002576,0.0002576,0.0002576
178,2361.88,0.87706,0.02267,0.03367,0.55305,0.86968,0.8417,0.81688,0.8629,0.59265,0.86872,0.84103,0.9083,0.90574,1.07522,0.02155,0.00355,0.7073,0.92863,0.0002477,0.0002477,0.0002477
179,2373.45,0.88256,0.02163,0.02986,0.55675,0.85933,0.85348,0.81285,0.86356,0.59201,0.88566,0.84078,0.90727,0.90473,1.0801,0.02123,0.00408,0.69954,0.93023,0.0002378,0.0002378,0.0002378
180,2384.9,0.89033,0.02365,0.02703,0.56047,0.86351,0.8546,0.81268,0.86124,0.59054,0.88438,0.84397,0.90909,0.90752,1.08368,0.0218,0.0041,0.68699,0.9306,0.0002279,0.0002279,0.0002279
181,2396.34,0.85924,0.02292,0.02822,0.54625,0.86113,0.87023,0.80547,0.85939,0.58801,0.89668,0.8352,0.9092,0.90759,1.091,0.02177,0.00445,0.69223,0.935,0.000218,0.000218,0.000218
182,2407.82,0.87506,0.02292,0.02722,0.55545,0.86621,0.8593,0.80587,0.86151,0.5852,0.88617,0.8338,0.90696,0.90532,1.09222,0.02134,0.00433,0.68289,0.93392,0.0002081,0.0002081,0.0002081
183,2419.5,0.8531,0.02128,0.02821,0.54876,0.8631,0.85625,0.80697,0.86321,0.59102,0.88085,0.83799,0.90536,0.90376,1.0767,0.02108,0.00373,0.70447,0.93172,0.0001982,0.0001982,0.0001982
184,2430.88,0.86786,0.02407,0.02973,0.56003,0.8682,0.86017,0.81621,0.86634,0.59187,0.88519,0.83995,0.90738,0.90551,1.08544,0.02069,0.00313,0.69219,0.93369,0.0001883,0.0001883,0.0001883
185,2442.28,0.88986,0.0225,0.03041,0.55881,0.86334,0.86447,0.80168,0.86007,0.58188,0.89007,0.82542,0.9045,0.90278,1.09609,0.02144,0.00327,0.71608,0.93915,0.0001784,0.0001784,0.0001784
186,2453.76,0.87112,0.02093,0.02938,0.54983,0.86742,0.86781,0.79609,0.85903,0.58483,0.89905,0.82682,0.90669,0.9047,1.09594,0.02179,0.00394,0.70271,0.93461,0.0001685,0.0001685,0.0001685
187,2465.22,0.85707,0.02504,0.03265,0.54779,0.85925,0.85107,0.81411,0.86447,0.58544,0.88016,0.84109,0.9078,0.90633,1.08598,0.0214,0.0039,0.68673,0.93182,0.0001586,0.0001586,0.0001586
188,2476.56,0.85793,0.02337,0.02799,0.54091,0.86342,0.86267,0.79838,0.86467,0.58734,0.89291,0.82679,0.90803,0.906,1.08462,0.02137,0.00372,0.69478,0.93257,0.0001487,0.0001487,0.0001487
189,2487.96,0.86401,0.0228,0.0258,0.54544,0.85782,0.86425,0.80027,0.86019,0.58558,0.89442,0.8282,0.9066,0.90479,1.08383,0.02158,0.00363,0.69729,0.9299,0.0001388,0.0001388,0.0001388
190,2499.29,0.85646,0.02246,0.03337,0.54406,0.86928,0.86606,0.79471,0.86155,0.58918,0.89482,0.83178,0.90954,0.90762,1.08632,0.02093,0.0033,0.67482,0.93184,0.0001289,0.0001289,0.0001289
191,2523.17,0.83996,0.02096,0.01139,0.53423,0.84141,0.8667,0.79006,0.86001,0.58788,0.89169,0.82788,0.9088,0.90758,1.09361,0.02244,0.0027,0.69109,0.93499,0.000119,0.000119,0.000119
192,2534.92,0.83414,0.02033,0.01413,0.52727,0.84725,0.87335,0.78976,0.86368,0.58768,0.88206,0.8324,0.90906,0.90741,1.09089,0.02203,0.00263,0.70314,0.93434,0.0001091,0.0001091,0.0001091
193,2546.68,0.79239,0.01832,0.01217,0.50364,0.83972,0.86556,0.80307,0.86225,0.58822,0.88782,0.829,0.9074,0.90531,1.08421,0.02264,0.00291,0.7165,0.93422,9.92e-05,9.92e-05,9.92e-05
194,2558.25,0.81161,0.01979,0.00996,0.5135,0.84004,0.86438,0.80726,0.86394,0.59147,0.89354,0.83229,0.91123,0.90879,1.0783,0.0223,0.00313,0.7053,0.93335,8.93e-05,8.93e-05,8.93e-05
195,2570.44,0.80597,0.02048,0.00969,0.51003,0.83504,0.86295,0.81006,0.86258,0.59059,0.89002,0.8364,0.91028,0.90836,1.08169,0.02172,0.00314,0.69894,0.93408,7.94e-05,7.94e-05,7.94e-05
196,2584.35,0.79277,0.01898,0.01514,0.5087,0.84604,0.86523,0.80866,0.86402,0.59013,0.88972,0.83383,0.90929,0.90692,1.07779,0.02165,0.00296,0.70663,0.93416,6.95e-05,6.95e-05,6.95e-05
197,2606.69,0.79322,0.01894,0.01266,0.49944,0.83536,0.86926,0.7986,0.86248,0.58901,0.89605,0.82682,0.90914,0.90731,1.07518,0.0218,0.00282,0.69975,0.93332,5.96e-05,5.96e-05,5.96e-05
198,2628.03,0.79412,0.01857,0.00919,0.50332,0.84157,0.87258,0.80447,0.86226,0.59044,0.89861,0.8338,0.91018,0.90826,1.07544,0.02209,0.00301,0.70165,0.93335,4.97e-05,4.97e-05,4.97e-05
199,2641.64,0.79685,0.01908,0.01308,0.49734,0.83743,0.87405,0.80447,0.86122,0.58881,0.89425,0.8324,0.9081,0.90603,1.08258,0.02219,0.00299,0.70611,0.93462,3.98e-05,3.98e-05,3.98e-05
200,2653.07,0.79422,0.01886,0.01113,0.49928,0.84369,0.8671,0.80447,0.86185,0.58993,0.88979,0.83441,0.90783,0.90574,1.07848,0.02176,0.00292,0.69963,0.93384,2.99e-05,2.99e-05,2.99e-05
